Gene,Cluster
hsa:8913,56
hsa:64077,40
hsa:251,65
hsa:8650,62
hsa:65220,45
hsa:3146,71
hsa:5313,12
hsa:25920,45
hsa:23002,35
hsa:2358,11
hsa:4712,51
hsa:958,49
hsa:2359,87
hsa:406959,72
hsa:727,23
hsa:8824,32
hsa:3082,23
hsa:7253,22
hsa:6677,53
hsa:3064,41
hsa:653361,30
hsa:8355,56
hsa:55753,6
cpd:C00427,72
hsa:3695,5
hsa:340529,41
hsa:7479,71
hsa:8772,71
hsa:1630,17
hsa:7709,72
hsa:4363,14
hsa:388,5
hsa:959,71
hsa:250,51
cpd:C00873,2
hsa:5150,37
hsa:4583,71
hsa:1910,46
cpd:C14748,39
hsa:153129,87
cpd:C00306,2
hsa:800,7
hsa:260434,1
hsa:4067,71
hsa:84133,9
hsa:31,14
hsa:147495,39
hsa:4771,16
hsa:8527,16
hsa:4353,72
hsa:406915,87
hsa:51102,75
hsa:2992,41
hsa:575,24
hsa:83692,2
hsa:1230,30
hsa:148022,58
hsa:84693,36
hsa:405,29
hsa:3601,36
hsa:1675,12
hsa:6352,50
hsa:10093,23
hsa:27072,61
hsa:2185,61
hsa:6571,40
hsa:10335,71
hsa:5783,9
hsa:1514,9
hsa:55733,13
hsa:857,51
hsa:339221,41
hsa:5859,7
hsa:2570,1
hsa:10369,1
hsa:6331,74
hsa:54498,88
hsa:2889,54
hsa:55233,41
hsa:2317,5
hsa:6330,20
hsa:5269,39
hsa:5588,39
hsa:8986,5
hsa:4046,73
hsa:9378,15
hsa:53828,15
hsa:3630,54
hsa:51024,35
hsa:126792,63
hsa:3696,76
hsa:6363,88
hsa:9369,75
hsa:3777,15
hsa:24146,17
hsa:4821,15
hsa:8705,7
hsa:23175,51
hsa:221357,2
hsa:3678,71
hsa:10859,54
hsa:55823,66
hsa:8974,75
hsa:2677,87
hsa:10870,7
hsa:2736,71
hsa:330,24
hsa:10345,33
hsa:1378,6
hsa:1515,79
hsa:91662,45
hsa:8864,20
dr:D05999,32
hsa:11283,23
gl:G13064,77
hsa:29780,51
hsa:9365,54
hsa:735,17
hsa:2639,17
cpd:C00400,8
hsa:2309,6
hsa:346562,79
hsa:1739,37
hsa:8708,7
hsa:580,17
hsa:55276,76
hsa:6349,75
hsa:349565,40
hsa:2354,41
hsa:406952,18
hsa:574411,5
hsa:23556,2
hsa:7057,53
hsa:115653,56
hsa:4318,56
hsa:406950,15
hsa:2162,15
hsa:10140,39
hsa:64131,20
hsa:5789,88
hsa:9451,30
hsa:27089,1
hsa:6346,61
hsa:729920,4
hsa:284654,79
hsa:55529,17
hsa:909,56
hsa:57600,71
hsa:5730,76
hsa:8357,7
hsa:114907,23
hsa:51166,33
hsa:3920,74
hsa:3170,65
hsa:91862,50
hsa:440738,29
hsa:3291,53
hsa:3516,17
hsa:2271,20
hsa:2593,12
hsa:407041,32
hsa:3283,71
hsa:1159,71
hsa:3426,55
cpd:C02135,33
hsa:130399,61
hsa:283748,39
hsa:622,17
hsa:1647,28
hsa:375189,32
hsa:6361,60
hsa:5332,51
hsa:493,33
hsa:5923,1
hsa:3425,48
hsa:1380,17
hsa:57171,34
hsa:9069,17
hsa:836,39
hsa:6714,62
hsa:11041,87
hsa:11197,28
hsa:344,22
hsa:50808,12
hsa:51004,39
hsa:27040,5
hsa:6778,33
hsa:10663,32
hsa:11027,12
hsa:9107,17
hsa:35,23
hsa:23439,88
hsa:406943,20
hsa:242,72
hsa:3443,74
hsa:1537,76
hsa:374,76
hsa:3308,64
hsa:407051,15
hsa:3815,24
hsa:10105,54
hsa:3039,88
hsa:388585,56
hsa:57521,7
hsa:11277,71
hsa:1540,79
hsa:9675,77
hsa:3624,39
hsa:1496,75
hsa:2252,82
hsa:3105,51
hsa:112574,88
hsa:4852,2
hsa:3554,77
hsa:29883,14
hsa:3549,48
hsa:131,33
hsa:4218,39
gl:G10505,67
hsa:9223,9
path:map00940,7
cpd:C04549,15
cpd:C12271,48
hsa:4725,9
hsa:102723796,27
hsa:3351,72
hsa:6448,72
hsa:406957,63
hsa:5371,71
hsa:10474,83
hsa:5959,77
hsa:10818,88
hsa:9048,5
hsa:54938,87
hsa:4544,0
hsa:5502,79
hsa:8877,86
hsa:51109,2
hsa:2785,20
hsa:51091,60
hsa:2719,23
hsa:353514,41
hsa:1021,34
cpd:C00925,7
cpd:C14701,30
cpd:C11695,37
hsa:85414,74
hsa:774,9
hsa:10810,65
hsa:4023,51
hsa:2791,72
hsa:1131,76
dr:D02271,29
hsa:27134,58
hsa:5305,33
hsa:80854,2
hsa:6195,65
hsa:1288,30
hsa:4257,49
hsa:6772,66
hsa:23220,41
hsa:27141,7
hsa:1399,7
hsa:5649,58
hsa:3803,71
hsa:384,24
hsa:8613,88
hsa:2034,48
hsa:4495,22
hsa:2822,71
hsa:4801,2
hsa:9296,77
hsa:11024,87
hsa:9252,39
hsa:30815,39
hsa:102723407,12
hsa:406884,53
hsa:406890,74
hsa:29880,24
hsa:7409,51
hsa:1520,67
hsa:63826,16
hsa:2821,53
hsa:6657,64
hsa:729597,74
hsa:1455,5
hsa:7317,12
hsa:4668,71
hsa:131405,35
hsa:80270,79
hsa:377841,51
hsa:80223,23
hsa:867,53
hsa:50487,30
hsa:107987478,12
hsa:22808,5
hsa:55034,88
hsa:3675,17
hsa:51100,7
hsa:6258,30
hsa:149233,9
hsa:79001,73
hsa:55616,22
hsa:6348,32
hsa:9663,79
hsa:55014,45
hsa:23049,46
path:hsa00020,7
hsa:3134,41
hsa:5528,0
hsa:3354,88
hsa:90673,74
hsa:151636,58
hsa:9636,20
hsa:51099,76
hsa:654364,72
hsa:58511,66
hsa:6999,53
hsa:3661,7
hsa:5330,0
hsa:23569,72
hsa:506,22
hsa:3725,39
hsa:55748,12
hsa:2833,7
hsa:3836,73
path:map00984,56
hsa:2947,7
hsa:85417,54
dr:D08233,28
hsa:5468,86
cpd:C01715,30
hsa:22934,88
hsa:107,14
hsa:8741,17
hsa:6387,64
hsa:85477,64
hsa:406937,48
hsa:9448,88
hsa:9181,2
hsa:5261,17
hsa:2948,72
hsa:1965,14
hsa:10039,70
hsa:346606,73
hsa:5747,71
hsa:51727,74
hsa:84189,2
hsa:4170,12
hsa:27121,29
hsa:1909,79
hsa:5864,74
hsa:123263,88
hsa:406906,30
hsa:8887,24
cpd:C15493,75
hsa:6356,42
hsa:6404,2
hsa:11337,51
cpd:C09155,30
hsa:2906,53
hsa:6722,5
hsa:8639,17
hsa:574493,34
hsa:22854,16
dr:D00110,58
hsa:4316,39
hsa:5898,1
hsa:83737,60
hsa:1293,35
hsa:6865,87
hsa:873,65
hsa:6934,82
cpd:C22547,49
hsa:10094,32
hsa:63924,58
hsa:1959,20
hsa:5817,15
hsa:5837,5
hsa:10243,56
hsa:2559,88
path:hsa00591,72
hsa:9184,41
hsa:6494,22
hsa:9414,56
hsa:2516,30
hsa:1051,7
hsa:57016,51
hsa:5260,41
hsa:54657,56
hsa:93978,72
hsa:316,82
hsa:6945,66
hsa:3294,48
hsa:2872,71
hsa:5027,12
hsa:8531,1
hsa:3672,39
hsa:359,74
hsa:8630,50
hsa:2583,41
hsa:3811,11
hsa:6347,71
path:hsa00785,37
hsa:6342,90
hsa:2712,72
cpd:C06124,4
hsa:9344,54
hsa:1584,79
hsa:6514,75
hsa:6272,39
hsa:26873,71
hsa:5737,61
cpd:C00212,72
gl:G13115,17
hsa:5265,41
hsa:6614,12
hsa:10651,1
hsa:84445,2
hsa:4300,90
hsa:9261,86
hsa:4735,6
path:hsa00360,5
hsa:1564,20
hsa:9054,34
hsa:1521,45
hsa:30009,42
hsa:2222,74
hsa:2628,18
hsa:1848,20
hsa:5565,41
hsa:10023,56
hsa:55914,15
hsa:26086,28
hsa:2819,5
hsa:133,39
hsa:56034,8
hsa:6010,51
hsa:10841,71
hsa:84513,51
hsa:5469,27
hsa:9843,7
hsa:916,30
hsa:3689,60
hsa:83593,60
hsa:79837,60
hsa:2852,67
path:hsa00562,60
hsa:8228,51
hsa:1392,50
hsa:817,7
hsa:3674,43
hsa:197322,53
hsa:23057,18
hsa:2557,1
hsa:9611,41
hsa:220441,23
hsa:2155,72
hsa:1915,5
hsa:5970,64
hsa:965,73
hsa:1281,48
hsa:51056,8
hsa:4790,20
hsa:8608,76
hsa:6696,77
hsa:10390,30
hsa:55224,62
hsa:79816,2
hsa:8325,71
hsa:5138,30
cpd:C01194,32
cpd:C00334,63
hsa:406885,64
hsa:84749,32
hsa:3953,74
hsa:343637,72
hsa:79796,76
cpd:C02165,54
hsa:5226,34
hsa:23493,1
hsa:64132,17
hsa:406905,36
hsa:259307,7
hsa:9456,48
hsa:100532726,87
hsa:10890,19
cpd:C00338,45
hsa:6582,54
hsa:128239,45
hsa:192111,32
hsa:7037,32
hsa:2734,67
hsa:8651,5
hsa:7277,88
hsa:23007,32
hsa:2151,32
hsa:9700,9
hsa:2266,35
hsa:2904,90
hsa:5900,41
hsa:231,60
hsa:4685,71
hsa:8836,17
hsa:27130,7
hsa:79869,17
hsa:22798,5
hsa:3593,5
hsa:124975,17
hsa:7378,51
hsa:2527,46
hsa:25,46
hsa:56246,51
hsa:2246,64
hsa:64798,51
hsa:79923,2
hsa:11051,41
hsa:219,34
hsa:23765,86
hsa:5130,80
cpd:C22545,71
hsa:51284,51
hsa:6598,72
hsa:23432,76
hsa:4708,76
hsa:407035,5
hsa:6788,5
hsa:37,41
hsa:6601,20
hsa:123745,6
hsa:3596,72
hsa:51434,1
hsa:5346,1
hsa:7046,72
hsa:51347,55
hsa:7408,32
hsa:1785,53
hsa:2548,74
hsa:92421,56
hsa:4701,72
hsa:64900,1
hsa:6718,46
hsa:34,1
hsa:1272,10
hsa:3059,2
hsa:1149,60
hsa:7158,60
path:hsa00860,74
hsa:5187,5
hsa:7473,9
hsa:4088,34
hsa:150763,46
hsa:720,76
hsa:4325,49
hsa:9177,87
hsa:9314,40
hsa:30845,13
hsa:50632,87
hsa:3614,54
hsa:374291,39
hsa:3594,65
hsa:5320,53
hsa:5224,41
hsa:55503,74
hsa:4277,3
hsa:140775,0
hsa:6477,30
hsa:54576,88
hsa:374659,32
hsa:23500,7
hsa:3458,23
hsa:1109,46
hsa:65985,79
hsa:3615,41
hsa:53637,87
hsa:4287,87
hsa:30814,20
hsa:570,88
hsa:1729,86
hsa:27436,2
hsa:159,41
hsa:64805,51
hsa:8061,61
hsa:5319,53
hsa:7139,53
hsa:407055,1
hsa:9958,9
hsa:7172,7
hsa:1892,7
hsa:102723555,5
hsa:22949,2
hsa:8569,54
hsa:3310,12
hsa:3269,80
hsa:2567,1
hsa:5148,10
hsa:23643,16
hsa:57826,79
hsa:2264,79
hsa:6257,74
hsa:10400,49
hsa:341,1
hsa:10585,41
hsa:779,15
hsa:406893,48
hsa:54413,88
hsa:640,32
hsa:2987,65
cpd:C00038,20
hsa:4509,41
hsa:821,53
cpd:C00187,41
hsa:8654,41
hsa:5901,36
hsa:93408,60
hsa:335,74
cpd:C07653,33
hsa:56052,5
hsa:1003,23
hsa:3350,22
cpd:C00008,17
hsa:7419,17
hsa:331,77
hsa:399694,6
hsa:5530,7
hsa:5058,45
hsa:9658,17
hsa:7371,43
hsa:25961,60
hsa:2984,85
hsa:5957,42
hsa:57502,39
hsa:1582,71
hsa:4306,71
hsa:8626,87
hsa:10652,58
path:hsa00140,46
hsa:5140,74
hsa:478,67
hsa:4897,4
hsa:100,36
hsa:1583,61
hsa:406892,21
hsa:1292,52
hsa:793,37
hsa:57551,1
hsa:9267,20
cpd:C22546,87
hsa:2885,39
hsa:10111,80
hsa:5610,7
hsa:1511,50
hsa:54898,5
hsa:6422,17
hsa:4519,59
hsa:1441,82
hsa:8789,41
hsa:574537,58
hsa:6318,79
hsa:3442,9
hsa:54539,7
hsa:1435,17
hsa:4729,15
hsa:3772,82
hsa:57132,22
hsa:718,17
hsa:1233,13
hsa:597,74
hsa:1236,83
hsa:3486,24
hsa:55062,56
cpd:C01673,84
hsa:5527,84
hsa:33,42
hsa:124540,23
hsa:8399,9
hsa:983,82
hsa:4669,37
hsa:383,84
hsa:2134,4
hsa:196051,40
path:hsa00640,87
hsa:113130,5
hsa:5270,41
hsa:7358,24
hsa:27180,53
hsa:10667,8
hsa:15,41
cpd:C06866,84
hsa:57448,5
cpd:C00165,79
hsa:900,41
hsa:901,61
hsa:966,39
hsa:257364,70
hsa:5533,37
hsa:4122,37
hsa:8277,16
hsa:525,36
hsa:6809,18
hsa:7205,39
hsa:59345,2
hsa:1857,77
hsa:339983,24
hsa:203228,45
hsa:6901,86
hsa:147700,22
hsa:79947,8
hsa:283209,8
hsa:2146,70
hsa:3909,39
hsa:5293,58
hsa:1452,70
hsa:4301,40
path:map00627,72
hsa:2206,15
hsa:3557,82
hsa:5078,39
hsa:6821,39
hsa:6833,80
hsa:3423,72
hsa:2330,5
hsa:109,60
hsa:5021,78
hsa:10998,37
hsa:1387,71
hsa:7003,12
hsa:375,58
hsa:203068,7
hsa:5296,12
hsa:2776,90
cpd:C14770,89
hsa:10352,49
hsa:2786,31
hsa:5522,41
hsa:5579,37
hsa:5287,41
hsa:9447,88
path:map00908,41
path:hsa00053,82
hsa:387712,20
hsa:3363,51
hsa:5962,16
hsa:144811,65
hsa:3172,7
hsa:10,41
hsa:5137,24
hsa:2028,79
hsa:56919,87
hsa:3320,71
hsa:5408,5
hsa:218,40
hsa:5743,41
hsa:57467,88
hsa:7186,58
hsa:3563,17
hsa:8900,5
hsa:174,40
hsa:204219,74
hsa:5834,71
hsa:8976,74
hsa:6868,17
hsa:10901,30
hsa:5516,5
hsa:1814,72
hsa:4548,73
hsa:9986,58
hsa:23293,12
hsa:89849,49
hsa:6121,8
hsa:706,28
hsa:23193,21
hsa:1536,76
hsa:8740,74
hsa:650,12
hsa:4837,1
cpd:C00752,8
hsa:135250,79
hsa:222545,87
hsa:5106,45
hsa:3798,20
hsa:22908,71
hsa:1215,5
hsa:4985,72
hsa:6464,55
hsa:79369,15
hsa:8945,15
hsa:6319,71
hsa:4233,7
cpd:C01996,77
hsa:5096,4
path:hsa00350,2
hsa:10825,20
hsa:10333,76
hsa:655,76
hsa:23498,40
hsa:4313,71
hsa:163,5
path:hsa00760,56
hsa:567,20
hsa:1576,79
hsa:158067,32
hsa:8764,51
hsa:440275,74
hsa:843,71
hsa:4258,76
hsa:1827,36
hsa:329,28
hsa:7295,28
hsa:100137049,78
hsa:5538,82
hsa:3717,74
hsa:117283,41
hsa:2561,41
hsa:719,78
hsa:112849,17
hsa:84952,71
hsa:23474,39
hsa:3251,66
hsa:1211,24
hsa:9334,71
hsa:407040,7
hsa:64393,65
hsa:4893,77
hsa:1002,78
hsa:253959,34
hsa:8493,71
hsa:79587,36
hsa:6608,23
hsa:1977,22
hsa:713,80
hsa:55004,88
hsa:80736,84
hsa:100526739,22
hsa:5023,46
hsa:118672,39
hsa:245972,48
hsa:9706,80
hsa:4633,87
hsa:84219,77
hsa:7484,42
hsa:22987,5
hsa:1376,7
hsa:116255,17
hsa:2324,32
hsa:2017,39
hsa:5151,56
hsa:64135,74
hsa:53918,74
hsa:4734,74
hsa:6390,60
hsa:102725035,46
hsa:5576,5
hsa:2892,60
hsa:9550,46
hsa:2683,15
hsa:5149,76
hsa:257397,7
hsa:4689,87
hsa:487,7
hsa:7019,1
hsa:4501,79
hsa:107987479,49
hsa:51548,39
hsa:4697,7
hsa:5092,16
path:hsa00410,30
hsa:11335,30
hsa:898,6
hsa:3705,48
hsa:50700,74
hsa:972,74
hsa:113675,74
hsa:5167,83
hsa:27349,9
hsa:3575,5
hsa:10329,5
hsa:2207,42
hsa:80222,86
hsa:7531,39
hsa:6402,20
hsa:406882,15
hsa:23381,51
hsa:4242,39
hsa:126328,67
hsa:146850,23
hsa:5563,23
hsa:957,17
hsa:5236,87
hsa:79178,78
hsa:367,23
path:hsa00630,83
hsa:23513,18
hsa:7054,71
hsa:9519,79
hsa:8803,61
hsa:435,32
hsa:4194,63
hsa:140886,7
hsa:50937,79
hsa:9379,41
hsa:10990,12
hsa:259230,63
hsa:249,53
cpd:C00155,20
hsa:3559,5
hsa:488,39
hsa:57038,9
hsa:153562,37
hsa:5880,41
hsa:486,65
hsa:3728,72
cpd:C00698,72
hsa:4802,72
hsa:414062,54
hsa:53349,87
hsa:54567,5
hsa:9971,53
hsa:1017,22
hsa:2555,80
hsa:8807,72
hsa:4208,88
hsa:9342,24
hsa:2224,41
hsa:5255,82
hsa:2868,42
hsa:7318,58
hsa:1581,67
hsa:255738,48
hsa:9088,36
hsa:9074,86
hsa:2319,88
hsa:6340,30
hsa:51144,65
hsa:7078,84
hsa:23216,41
hsa:3339,37
cpd:C00808,74
hsa:2784,71
hsa:84254,55
cpd:C21013,40
hsa:10267,65
hsa:5481,34
hsa:3460,39
cpd:C12083,2
hsa:9844,15
hsa:4493,83
hsa:55699,17
hsa:27183,39
hsa:29109,72
hsa:4671,53
hsa:19,8
hsa:100506013,82
hsa:7132,34
hsa:407043,77
hsa:6927,37
hsa:221178,87
hsa:406971,41
hsa:5878,39
hsa:5869,5
hsa:862,50
cpd:C02198,85
hsa:1946,33
hsa:786,88
hsa:5584,9
hsa:27190,41
hsa:6844,53
hsa:930,7
hsa:2346,34
hsa:407007,41
hsa:4794,7
hsa:53358,53
hsa:1649,72
hsa:29761,60
hsa:51512,24
hsa:5094,60
hsa:84647,7
hsa:253782,56
hsa:9064,41
hsa:7291,82
hsa:4536,31
hsa:126374,88
hsa:3916,40
hsa:7058,78
hsa:3603,74
hsa:4259,48
hsa:8871,86
hsa:112398,51
hsa:1365,20
hsa:83440,22
hsa:26285,61
hsa:9992,61
hsa:4049,61
cpd:C00533,78
hsa:3445,87
hsa:5526,6
hsa:3034,5
hsa:411,53
cpd:C01227,0
hsa:50848,72
hsa:1605,22
hsa:8837,64
hsa:6482,15
hsa:56000,39
hsa:9370,80
hsa:10203,5
hsa:79644,9
hsa:2878,79
hsa:7476,23
hsa:8516,88
hsa:8405,82
path:hsa00400,54
hsa:317,46
hsa:10801,34
hsa:10670,40
hsa:910,50
hsa:1600,30
hsa:6709,11
hsa:5407,58
hsa:8398,7
hsa:8792,48
hsa:56894,85
hsa:3606,86
hsa:342371,4
hsa:11346,74
hsa:406988,41
hsa:2563,58
hsa:51601,74
cpd:C00003,32
hsa:9842,60
hsa:4880,85
hsa:10268,5
hsa:2159,32
hsa:81616,6
hsa:3422,1
hsa:5925,20
hsa:64902,17
hsa:7097,50
hsa:151531,7
hsa:23265,5
hsa:8515,80
hsa:6935,86
hsa:9564,24
hsa:1075,2
hsa:64506,40
hsa:5162,67
hsa:3810,30
hsa:79443,39
hsa:3955,71
hsa:8312,17
hsa:4158,0
hsa:112817,87
hsa:84335,87
hsa:9134,39
hsa:153090,9
hsa:22914,79
hsa:84870,34
hsa:7936,50
hsa:498,54
hsa:2356,74
hsa:100528021,32
hsa:9108,41
hsa:8766,42
path:map00950,75
hsa:10681,74
hsa:1132,89
hsa:8218,66
cpd:C21641,39
hsa:5464,4
hsa:2526,2
hsa:89941,88
hsa:2255,74
hsa:131870,58
hsa:55304,73
hsa:9978,61
hsa:153,40
cpd:C00020,72
hsa:339761,74
hsa:133686,70
hsa:7529,29
path:map00906,65
hsa:4846,24
hsa:7157,50
hsa:56953,84
hsa:51776,77
hsa:406907,80
hsa:638,48
hsa:7422,48
hsa:3400,17
gl:G13113,46
hsa:92483,71
hsa:51380,9
hsa:7088,15
hsa:161,65
hsa:4522,76
hsa:204962,74
path:hsa00730,12
hsa:4634,50
hsa:5028,5
hsa:4855,5
hsa:2621,87
hsa:2,71
hsa:255967,51
path:hsa00470,5
hsa:25937,86
hsa:5500,12
path:map00121,60
cpd:C16844,39
hsa:55586,30
hsa:5164,72
hsa:406894,30
hsa:56616,80
hsa:5337,43
hsa:729438,85
hsa:6424,39
hsa:944,15
hsa:293,8
hsa:9459,30
hsa:8491,12
hsa:2695,41
hsa:7832,56
hsa:115004,17
hsa:2938,73
hsa:51343,31
hsa:5863,5
hsa:10312,73
hsa:1175,17
hsa:5030,60
hsa:2686,16
hsa:539,39
hsa:2768,39
hsa:2250,17
hsa:8761,51
hsa:65108,18
hsa:55512,74
hsa:3117,17
hsa:2568,61
hsa:23236,70
hsa:7292,88
hsa:9075,72
hsa:9475,17
hsa:5993,79
hsa:9965,85
hsa:4803,58
hsa:554213,65
hsa:55288,33
hsa:406977,87
hsa:574476,12
hsa:160287,30
hsa:29904,4
hsa:4726,74
cpd:C22533,71
hsa:79017,1
hsa:5836,5
hsa:11146,5
hsa:4478,5
hsa:51295,72
hsa:136,41
hsa:341208,18
hsa:57107,74
hsa:6518,41
hsa:5019,76
hsa:6303,7
hsa:284486,29
hsa:345456,20
hsa:2937,5
cpd:C11557,75
hsa:10558,65
hsa:6602,36
hsa:407015,49
hsa:2934,45
hsa:5595,16
hsa:54905,51
hsa:27087,57
hsa:341392,57
hsa:8706,84
hsa:64377,41
hsa:9486,17
hsa:1361,87
hsa:5409,79
hsa:64781,56
hsa:8437,20
hsa:9133,50
hsa:5297,7
hsa:1326,37
hsa:11006,5
hsa:4254,71
hsa:10728,9
hsa:9771,17
hsa:1277,71
hsa:3635,37
hsa:919,87
hsa:406902,14
path:hsa00220,26
hsa:4686,40
hsa:3760,9
hsa:345778,36
hsa:406979,56
hsa:41,48
hsa:2781,63
hsa:6547,29
hsa:5495,1
hsa:1728,15
hsa:1846,9
hsa:2254,43
hsa:253558,88
hsa:2342,6
hsa:1975,34
hsa:4267,63
hsa:2182,22
hsa:4000,86
hsa:837,5
hsa:1522,61
hsa:480,62
hsa:5478,88
hsa:9061,32
hsa:387,87
hsa:7852,15
hsa:6194,71
hsa:5979,9
hsa:135152,41
hsa:7005,79
hsa:51071,9
path:map00300,39
hsa:732,61
hsa:84867,42
hsa:4153,83
hsa:9454,46
hsa:154,20
hsa:81579,7
hsa:442903,23
hsa:91653,74
hsa:8517,71
hsa:1557,72
hsa:728,85
hsa:7465,76
hsa:2137,86
cpd:C21012,9
hsa:9681,5
hsa:125,45
hsa:4163,2
hsa:83667,12
hsa:55680,41
hsa:493911,24
hsa:145957,1
hsa:6011,56
hsa:3985,9
hsa:2523,46
hsa:3316,71
hsa:4695,67
hsa:116071,67
hsa:271,20
hsa:25906,41
hsa:5581,86
hsa:917,71
hsa:442904,9
hsa:29882,4
hsa:2746,12
hsa:10975,72
hsa:4831,12
hsa:10458,0
hsa:954,33
hsa:1742,74
hsa:8394,48
hsa:54988,54
hsa:7405,76
hsa:139760,45
cpd:C01471,79
hsa:7363,32
hsa:3360,77
hsa:407034,62
hsa:5473,20
hsa:177,56
hsa:64121,4
hsa:8417,5
hsa:891,41
hsa:6900,64
hsa:6389,46
hsa:51684,67
hsa:142827,42
hsa:58497,2
hsa:4938,9
hsa:842,53
hsa:3911,9
hsa:6611,7
hsa:285955,20
hsa:5897,12
hsa:4093,65
hsa:4524,37
hsa:3665,63
hsa:501,73
cpd:C00007,73
hsa:4709,7
hsa:55908,70
cpd:C14768,2
hsa:58494,8
hsa:284273,60
hsa:55054,54
hsa:1158,1
hsa:55163,15
hsa:2558,1
hsa:5141,54
hsa:10125,46
hsa:2326,88
hsa:406904,71
hsa:5550,12
hsa:8644,34
hsa:810,88
hsa:7052,5
hsa:6926,67
hsa:255189,67
hsa:81889,20
hsa:6256,80
hsa:11019,80
hsa:79861,1
hsa:407048,82
hsa:5156,32
hsa:86,85
hsa:4627,5
hsa:6358,28
hsa:276,2
hsa:2056,80
hsa:338324,60
hsa:5792,82
hsa:51176,8
hsa:57530,79
hsa:9113,5
hsa:84803,51
hsa:6301,35
cpd:C00575,22
hsa:4628,54
hsa:1621,64
hsa:10666,2
hsa:216,53
hsa:83998,41
hsa:10588,49
hsa:6770,54
hsa:834,35
hsa:3359,17
hsa:3156,90
hsa:8178,55
hsa:6708,85
hsa:3687,5
hsa:1299,72
hsa:79184,1
hsa:440138,56
hsa:11273,4
cpd:C00027,2
hsa:23130,39
hsa:55278,22
hsa:3662,50
hsa:79899,32
hsa:23305,9
hsa:55799,38
hsa:10568,66
hsa:4832,8
hsa:883,39
hsa:2918,77
hsa:4706,48
hsa:5333,32
hsa:4594,56
hsa:148327,5
hsa:157855,39
hsa:5095,39
path:hsa00061,84
hsa:3613,88
hsa:5256,87
hsa:2946,56
hsa:8777,64
hsa:5052,27
hsa:8743,16
hsa:113,56
hsa:55916,40
hsa:2817,86
hsa:8973,77
hsa:93643,1
hsa:347733,34
hsa:784,5
cpd:C01330,70
hsa:11164,1
cpd:C00034,17
hsa:2099,58
hsa:7850,34
hsa:9887,56
hsa:8643,42
hsa:9436,79
cpd:C00695,53
hsa:22933,30
hsa:10059,37
hsa:84631,50
hsa:3315,42
hsa:123283,56
hsa:406976,86
hsa:89869,77
hsa:4314,17
hsa:56477,45
hsa:1152,12
hsa:408,39
hsa:2678,42
hsa:170572,39
hsa:1960,88
hsa:25834,84
hsa:239,32
hsa:4538,76
cpd:C01312,75
hsa:10298,9
hsa:3355,23
hsa:80339,67
hsa:7412,87
hsa:22909,7
hsa:2529,4
hsa:51762,9
hsa:27244,20
hsa:9103,24
hsa:257194,41
hsa:526,67
hsa:55770,34
hsa:406925,74
hsa:278,84
hsa:5583,87
hsa:4715,48
hsa:54874,80
hsa:83729,24
hsa:1644,48
hsa:214,61
hsa:7042,12
cpd:C04637,39
hsa:4763,7
cpd:C02528,20
hsa:10288,73
hsa:160,71
hsa:26229,86
hsa:50484,82
cpd:C22381,76
cpd:C21790,17
hsa:10910,5
hsa:23176,8
hsa:7248,88
hsa:2775,86
hsa:6510,1
hsa:1545,79
hsa:286204,41
dr:D10803,5
hsa:4625,41
path:hsa00601,5
hsa:132014,20
hsa:2249,56
hsa:3081,11
hsa:8605,8
hsa:144165,56
hsa:3567,56
hsa:57689,32
hsa:116512,32
hsa:1938,22
hsa:23013,15
hsa:9915,18
hsa:5322,50
path:hsa00280,87
hsa:124404,8
hsa:5515,22
hsa:81494,1
hsa:28984,74
hsa:10379,5
cpd:C16845,50
hsa:6622,70
hsa:3704,0
hsa:118142757,65
hsa:1906,65
cpd:C01019,86
hsa:3973,54
hsa:4597,32
hsa:717,15
hsa:8822,17
hsa:25945,56
hsa:79168,77
hsa:84962,41
hsa:55613,1
hsa:382,77
hsa:5634,74
cpd:C09179,87
hsa:1616,87
hsa:23205,2
hsa:4773,54
hsa:2335,71
hsa:10056,41
hsa:9374,74
hsa:3119,15
hsa:275,40
hsa:407009,70
hsa:885,72
hsa:84823,7
hsa:59283,39
hsa:6311,34
hsa:729,77
cpd:C01065,71
hsa:25813,74
cpd:C00788,90
hsa:64850,30
hsa:8972,39
cpd:C00376,46
hsa:7305,70
hsa:27235,11
hsa:126129,40
hsa:7166,22
hsa:643834,72
hsa:3280,68
hsa:6688,79
hsa:4758,9
hsa:8379,39
hsa:30061,46
hsa:23770,89
hsa:9586,77
hsa:51802,5
path:hsa00750,52
hsa:3659,1
hsa:2826,1
hsa:8817,64
hsa:109703458,88
hsa:1500,65
hsa:204,20
hsa:9900,74
hsa:56998,24
hsa:10015,46
hsa:1573,45
hsa:10950,60
hsa:51421,4
hsa:2113,41
hsa:56901,79
hsa:4215,71
hsa:54205,1
hsa:22953,39
hsa:314,72
hsa:332,41
hsa:6869,76
hsa:396,70
hsa:59344,6
cpd:C22538,35
hsa:25780,64
hsa:4214,23
hsa:338707,48
hsa:7015,24
hsa:7874,86
hsa:2909,17
hsa:7942,61
hsa:57818,39
hsa:4534,71
hsa:10095,24
hsa:10317,32
hsa:6093,19
hsa:338,67
hsa:1717,45
hsa:51302,39
hsa:9265,51
hsa:55752,20
hsa:3821,72
hsa:2949,7
hsa:5321,23
hsa:23409,60
hsa:1806,88
