Gene,Cluster
hsa:100533105,28
hsa:5520,77
hsa:223,49
hsa:112744,1
hsa:10382,49
hsa:3656,87
hsa:8174,1
hsa:2131,77
hsa:23463,77
hsa:6581,1
hsa:397,91
hsa:84883,77
hsa:441282,28
hsa:1907,29
hsa:200895,78
hsa:441478,29
hsa:2932,77
hsa:6278,87
hsa:7280,77
hsa:5443,87
path:map01056,49
hsa:29108,50
hsa:80835,13
hsa:353,0
hsa:51085,13
hsa:9807,49
cpd:C00162,67
hsa:3035,29
hsa:10454,29
hsa:60495,77
hsa:277,77
hsa:4040,77
hsa:5222,65
hsa:3925,5
hsa:79814,77
hsa:5745,87
hsa:84451,29
hsa:22829,5
dr:D07907,49
hsa:8202,49
hsa:27123,5
hsa:4090,73
cpd:C00547,77
hsa:5211,91
hsa:1549,83
hsa:6359,77
hsa:64080,77
hsa:483,87
hsa:9711,91
hsa:130,65
hsa:1593,77
hsa:2969,5
hsa:4502,77
hsa:1385,49
hsa:442891,49
hsa:6916,3
hsa:7350,29
hsa:55669,77
hsa:79026,2
hsa:1366,77
hsa:2771,65
hsa:905,77
hsa:442590,29
hsa:6480,83
hsa:1103,87
hsa:5802,77
hsa:6804,5
hsa:56924,13
hsa:10253,3
hsa:2668,5
hsa:4283,77
hsa:10005,5
hsa:84105,5
hsa:10542,87
hsa:653689,49
hsa:6785,91
hsa:7167,29
hsa:64208,29
hsa:55240,3
hsa:1129,5
hsa:10803,77
hsa:100507027,77
hsa:3113,77
hsa:7143,77
hsa:221,5
hsa:3595,77
hsa:3248,73
hsa:124872,78
hsa:23327,73
hsa:79726,87
hsa:3726,77
path:hsa00270,77
hsa:10156,86
hsa:991,87
hsa:1519,40
hsa:998,77
hsa:6558,29
hsa:2882,77
hsa:85465,87
hsa:8673,29
hsa:132864,77
hsa:3568,79
hsa:23729,79
hsa:5230,77
hsa:285973,77
hsa:4535,5
hsa:1812,77
hsa:7023,86
path:hsa00120,87
path:hsa00520,87
hsa:3306,78
hsa:4048,87
hsa:152,77
hsa:26275,5
hsa:2731,5
hsa:10877,5
hsa:178,87
hsa:904,87
hsa:694,77
hsa:53947,87
hsa:8611,29
hsa:10628,77
hsa:9110,77
hsa:1646,87
hsa:9138,87
hsa:58191,5
hsa:6822,53
hsa:27113,77
hsa:3800,79
